Transaction_ID,Customer_ID,Transaction_Date,Product_Category,Payment_Method,Transaction_Amount,Discount_Applied,Is_Fraudulent
89282a7e-cdaa-4f36-91b6-94837bf41bf3,ffce1f2b-fd9c-48ee-8b17-2a2de2b7c1a0,2020-09-06,Beauty,cryptocurrency,,10.0,0
35c37963-30ad-4296-84f3-8a1981e3a051,c4c10477-f478-46ab-869e-af51d31c3146,2022-04-23,Toys,Debit Card,2162.75,,0
63e7db88-fae7-4f62-ab3c-9a0df38b698f,0b56c303-c532-4fb2-a27b-db845dc9995c,2024-04-03,Beauty ,Debit Card,,20.0,1
51bbe57b-5a88-4d25-ad1a-7bbb0d005e53,f14c0361-a263-4877-99f8-91e9983d3f73,2023-07-29,Beauty ,Credit Card,,,0
11ce5228-6fbe-4dd7-b7ff-19362668bdf4,41d50dfb-146b-44af-9357-35c4bc8f7258,2020-05-20,Beauty ,PayPal,,15.0,0
3825291e-6570-46fe-a243-1ab5b0d785fa,3ba0e226-a4f6-4e06-85ae-bf5ae4199068,2020-11-12,Toys,Debit Card,,0.0,0
a5640cc4-7626-4886-a6e9-40f3a0d617b5,e1d058a2-d041-4f64-ba62-d14c8c9557b1,2024-01-14,Toys,Debit Card,,5.0,1
a6395a72-dba5-4d4f-9685-56e06c598f23,56e7d095-f08c-4da4-a947-5fa7f171cf1d,2022-11-03,Clothing,Debit Card,,5.0,0
b54713cf-e535-4eeb-983f-783d9ca45a27,306adc7f-3bdf-44b5-a82e-d7680824658d,2022-08-20,Electronics,Cash,7075.65,15.0,0
8d91a5cd-4bab-4498-aa96-d656f47e8ad8,a6ea12c6-8d63-45c3-9ce4-87a35c7f5168,2024-03-07,Toys,Cash,,50.0,1
17938e55-14b9-4e01-aaac-bb73cb5ae181,b307e530-f27c-4162-b885-ff9823d561c0,2023-09-06,Toys,Debit Card,6758.35,5.0,1
007f2538-7114-4730-9cb0-db828e55dfca,7a11afb8-9751-4c7c-b783-fc2f385e39a7,2024-01-20,Clothing,Cash,1704.08,5.0,1
7f755352-7945-462c-ba24-adf4ab96204d,95b1cc0b-0b6c-4f31-9b80-c6584ebcc2ec,2021-02-09,Home & Kitchen,Debit Card,6244.1,10.0,0
6db4dca3-c2d5-496b-b0f3-b8bc18ee84dd,27eadbc5-5b62-4299-8e67-97688bce31ff,2022-11-20,Beauty,Credit Card,5155.41,5.0,1
bf4a504e-41c6-4514-bc9f-2943e0a7a6c3,663226ee-c674-4c76-b72a-b228cbcedcf2,2024-04-18,Beauty,PayPal,6943.71,20.0,1
b84161a5-b3e3-4c00-9547-21c90445875b,0dbe572f-2369-4c88-b5f6-70866519aff6,2024-11-29,Clothing,Debit Card,,20.0,0
7577fe5a-b4bd-4f89-908f-1ae551827e60,b67e8ff4-dda8-486b-ba99-957b51641a5f,2024-01-21,Clothing,Debit Card,,0.0,1
462b5482-36d8-446d-9dc7-130f4d4087d2,dac35230-e3c7-412e-81dd-912704543423,2024-03-16,Beauty,cryptocurrency,,5.0,0
1943ff72-be85-444e-bafb-801b837d3e6d,c85a9102-3878-4d9b-9d95-83d37f9aaf0a,2024-11-25,Toys,Credit Card,,10.0,1
4eb348e8-fdf6-4d72-b177-dec6e3aab53f,caefc006-19a2-476e-abc9-9e10d2b13623,2021-10-24,Beauty ,Cash,,15.0,1
159a645c-c865-412a-9476-a04749e16d44,50866ff1-6234-4634-99df-f803e2ab5ef0,2023-05-11,Beauty,cryptocurrency,,20.0,0
9a4e7d4f-53b6-4d49-a3e8-6ab59016a0a9,91d24005-48b8-4aab-96c1-f567b5387300,2024-07-17,Toys,PayPal,261.29,,1
24591dc2-5172-4868-8398-ad8c0574721d,c207e57f-f654-4e2f-a3d9-6d71320af1e8,2024-10-16,Electronics,Credit Card,5119.19,50.0,0
154931e5-207e-4b90-8034-2f154a91a48a,4ff7ae92-f72f-4eea-8d1a-065cadf489dc,2021-05-21,Toys,Cash,8240.59,,1
ef078ccd-1657-4f02-8ee6-397e020cedbb,4d6e49e3-f39f-4d6e-ad2b-637ee2d4f57c,2021-06-07,Home & Kitchen,PayPal,,15.0,0
cebd2704-9f89-42f1-9082-4b51f776a63b,1797d6f0-6786-4838-84be-d95f1351d040,2020-09-07,Clothing,cryptocurrency,,0.0,1
7f27afb6-5376-4e59-8333-f4d4833d753c,a3de93d3-f677-4d02-9b15-14ff96f6c6f5,2020-09-13,Beauty ,Debit Card,,20.0,0
8cab42f3-f890-4ec8-9331-81109397554a,00e36bf4-36fa-4f7c-a74b-27f086a3da07,2022-06-12,Beauty ,Debit Card,,,0
a49a3944-5a34-426c-8aba-7dc15a31d481,664eb2c9-56b5-43d6-ab6a-9f6020c8b0a1,2020-05-05,Clothing,cryptocurrency,,5.0,1
a46e638c-692d-421f-9b06-dfc663c4d4ee,d0289248-99a5-4fdc-b97f-f456f35cbba2,2024-06-02,Toys,cryptocurrency,9954.44,50.0,1
72707f6e-ec0d-47a8-bbe8-70e0e1e2dcbc,43e458bd-fdd8-42d0-9c84-f32a1de44d0c,2021-05-03,Home & Kitchen,Debit Card,2930.92,10.0,1
26720091-a4a5-406a-9764-7073485b71f9,90f07fba-c54e-40b1-a952-3151da6e8b86,2020-03-10,Home & Kitchen,PayPal,,20.0,0
56520476-736e-44b5-9cee-30b275831f14,f57542a1-09f2-446e-8c5b-d1333b814ea6,2021-09-20,Home & Kitchen,Debit Card,988.45,5.0,1
6f016c44-ff5d-41a3-8284-25a68bf242dd,7d84be6a-51fa-431a-bd19-41f88ce02968,2023-04-16,Beauty,Debit Card,,5.0,1
8b57adab-9298-4028-82fb-50482533aeb7,932c582b-f61e-41ff-a332-01ccc2e93317,2024-04-25,Electronics,cryptocurrency,2231.15,,1
1d0fd6d6-616f-489e-ba7f-f28e6f15bef6,6b5f1662-dbcd-4758-8ccb-9bbc0db8882d,2023-10-21,Toys,cryptocurrency,,0.0,0
7d1569a2-7b4a-4ff6-9000-b8d7abf42932,58f358dd-4400-4ec6-97d7-cbdd7fc6ea04,2021-09-26,Electronics,PayPal,4777.26,0.0,1
ca2683c8-26ad-41c6-9db5-68f9891ddeb4,9e6a4561-bc72-4198-b89c-621979ba8280,2021-11-10,Beauty ,cryptocurrency,6425.47,5.0,1
1905b9ea-3811-479c-87b3-d41449130b93,b7bc24b4-9800-46d7-a183-b7029325bd84,2021-05-18,Beauty,cryptocurrency,4609.49,15.0,1
c94600ca-abea-4c34-9b4c-ef8110d15305,c72a286f-717b-48c0-a679-e1d5b9082a69,2023-03-08,Beauty,Credit Card,,15.0,1
1d6ce2a1-551c-4961-9a6b-22070dacff37,fa00c9fa-a95a-437d-bcd4-b088626a6dcf,2021-01-09,Home & Kitchen,Credit Card,5616.39,15.0,0
eade3b00-55d6-40da-aeac-4e49eabaf9bc,9b216639-9c64-4345-b9a0-1ecd45cace2d,2022-11-12,Toys,Debit Card,4821.95,5.0,1
b56214c3-c75e-485c-b3de-1a9095f6a2c1,2b5665a4-5a71-4b39-94e1-68514bcc822c,2020-12-31,Toys,cryptocurrency,4950.58,50.0,0
311e5663-1c47-4422-bc13-a7e3ecd95183,94b1ca90-3dc0-49b9-a47c-1d218fcacad4,2024-05-23,Beauty,PayPal,675.16,15.0,1
6b2827b7-cea0-45ec-b30d-7a012368d850,cd48d8e4-d12a-4972-af0f-128f2a2ff690,2023-10-25,Home & Kitchen,PayPal,,5.0,1
abb2d3b0-7e21-4e23-9c14-8be0eb6b5156,64c3d2ae-6ebf-4147-b957-07a520bbb3e8,2023-02-08,Beauty,Debit Card,,5.0,1
cce6db0c-efae-46e8-8767-449e2dc219da,e1cfe3da-d7a8-4a7a-ab4e-aa24713f089e,2023-02-11,Clothing,cryptocurrency,9415.58,20.0,1
51a103b9-c260-43f3-bcc3-6c6f28e043d3,d3b83585-3cc4-4c70-bec9-64ffecd41740,2020-06-10,Toys,PayPal,4061.43,5.0,0
42ed5e2d-a700-4cf4-8575-e0be0aa8441f,f93ee2e7-5dad-4d2b-92b0-a4cc96673931,2022-01-21,Beauty ,Cash,6331.3,5.0,0
8943ce53-d95a-4c11-adcd-0bface679de3,ba51c973-4f0a-4a1a-a250-dc302a8ce64e,2022-02-14,Electronics,Cash,3616.44,50.0,0
6b83ab10-5a67-4a23-bc88-10d1e5dd55bc,1c394252-cadc-4503-ba48-e0b65f10c036,2020-05-31,Toys,Cash,,10.0,0
1b1c72ed-5a7c-4635-8912-ea1e3ae9364c,c0944396-d97e-4a0b-89a5-a207470c5c48,2020-09-23,Toys,Credit Card,,0.0,0
92174690-908d-41bd-b1b4-4410a4628271,fccf2edb-8c98-4c2c-a232-558a8f4eaff3,2024-12-16,Home & Kitchen,cryptocurrency,1091.59,,1
98691be9-8025-425e-a504-768745ef0a77,ef88c625-d5d5-4644-a8df-aea164189e24,2023-01-21,Beauty ,Credit Card,,50.0,1
62667d7b-3e1e-44ca-bd6e-e10824b23984,7d99cdc9-7469-4e1c-a49d-33d1abd68af3,2022-02-05,Toys,Cash,3277.29,10.0,1
f81fe2ca-4c50-483a-9bb0-c425f4871a79,54b7d50e-a7a0-42c3-a3b8-48ba62b57651,2021-09-16,Toys,Cash,3922.15,20.0,1
56e6a696-5d7a-4f92-bc9b-5b6d87e9c308,974e4282-e6e9-4e1f-ba83-4d86eb3bb3e2,2021-07-04,Electronics,Credit Card,4584.84,50.0,0
347401a1-b9cd-4cd9-b639-dafafba1f0de,2d1628e2-929d-40d7-a646-3ac8e7eef0c5,2023-05-29,Clothing,cryptocurrency,,,0
0271e616-4282-4eac-a1b0-d48c023469ba,7a8dfd60-5e53-41bd-92b2-42a5ec6cc5b8,2020-12-04,Clothing,cryptocurrency,,5.0,0
8ce376ec-6181-4a22-afca-08895aa39260,d41c97d3-82d8-49b0-97af-1bba2aa3b645,2024-12-04,Beauty ,cryptocurrency,,10.0,0
d157f981-65c4-4ed4-afc2-64dcd5475155,f30e0949-0dea-4061-bad1-04a13681c4a5,2021-06-13,Clothing,Cash,5434.05,15.0,1
965419f3-7ad7-4341-b486-d85b9f7168ec,065783b3-39dd-482a-83bf-cfa7c8f772a1,2023-03-13,Electronics,cryptocurrency,,0.0,1
78d65014-66f7-4941-b8d7-ce6059e45afa,095ac54c-68bb-4990-a3b6-6f0f58961659,2024-04-14,Beauty ,Cash,1874.16,5.0,1
45a5590e-bbbe-442f-964d-5da0f409899e,ef4fe333-b212-4679-a3a3-deab2fc6ea59,2021-07-28,Toys,Cash,2768.37,20.0,0
da9e7015-16f4-462e-b748-ca0bf4ef810c,e1fb649d-5335-494a-9b98-1108e6f45af5,2023-11-17,Beauty ,Credit Card,,5.0,1
d983fcd4-ccbf-4e51-bd44-74e87cdfe9dc,fb4b775c-cb7b-46d0-ad51-ec6664ec0541,2022-01-04,Clothing,Debit Card,5885.36,20.0,0
0cd52aaf-3c4d-4197-92e4-433c56d80524,d0649e28-5725-4318-8e33-50b59bad91af,2023-07-26,Toys,PayPal,126.74,5.0,1
fac46f79-5aae-4665-9667-328dfa0bb4f7,45977fba-2500-4dd5-a281-bb5bbd5931d2,2021-12-13,Beauty ,Credit Card,,0.0,0
cda7e4be-a86f-4719-a7ae-78fd6b94ac1a,b5b7e65c-dbed-4b4c-91bf-f83409c097b4,2020-05-11,Home & Kitchen,Credit Card,,5.0,0
48995f28-bf55-4429-9938-c0d14e6be102,64c25f79-14b2-4939-9e55-25fab6954bc5,2021-11-05,Clothing,Cash,3815.74,15.0,0
bed9c5ac-f4c4-4182-a535-241044c2fbb9,6b8395b4-e804-4f5f-8610-9723469b9afd,2025-02-14,Beauty ,PayPal,,,0
81012b5d-395e-4611-93aa-b804b0d7c707,bf1d04a9-5a0f-4b46-b13a-41e1633d7b24,2024-02-02,Toys,Cash,7945.15,5.0,1
03cd7cd1-b59c-41bf-94c5-44d3371ccd40,bc6d433f-df81-4197-a744-3f12a602706b,2023-11-06,Clothing,cryptocurrency,9407.37,50.0,0
5ad1fe59-0a9a-49fc-990f-75674a9e06e5,a7bb24f2-a4ad-4918-95a6-30c6ce8c9885,2022-08-30,Clothing,Debit Card,,0.0,0
dc1c9c16-3eb4-4e71-9710-652486a7412f,fd076faa-bca1-43b6-a9db-45922810f310,2023-10-24,Home & Kitchen,Debit Card,,50.0,0
81a68dc4-146e-45b5-b764-80b26124ba04,c612ecc6-d32a-4a9c-bb99-6ca66f080457,2023-12-30,Beauty ,cryptocurrency,9835.59,5.0,0
fa893d69-77b2-413a-b915-fb7425876c81,6f7ce57d-210b-44e1-bec2-923c22db3d37,2022-09-10,Beauty,Cash,,20.0,0
2eedc559-f436-4f45-86c9-752ab3a178bc,18009ba2-e7d2-4f82-af25-49cd36338eab,2022-12-10,Beauty,Credit Card,,0.0,1
da5d247b-553c-4a12-af5d-905641158f44,92938f3f-e49a-4208-9db4-13b0ef958f0a,2020-10-07,Home & Kitchen,cryptocurrency,5545.83,20.0,0
48e3179e-e5cc-4d5d-9a91-07570b0dafae,870fcced-de2c-41b8-a3d8-d49f9b689430,2023-10-30,Toys,Cash,,15.0,1
16e50ff4-58c2-41d4-ab0f-d7a618872d14,f78a21ee-1e88-4320-84db-e4f52628d8af,2020-12-10,Beauty,Credit Card,3974.02,15.0,0
20269465-b123-4c85-a199-6f626445d3ef,b06292dd-aebf-49dc-a595-8ab2d61da676,2021-01-01,Beauty ,Debit Card,,0.0,1
89ab3445-1b48-4793-9041-2538661194f8,c7a52694-2cc0-4d36-bac8-afde055853b0,2020-12-12,Beauty ,Debit Card,559.79,50.0,1
4f5f4138-2d6e-41f5-9720-a50d4bd93190,0d0ac3d7-bd7c-4b44-8b12-dc9b75e75599,2025-01-19,Clothing,Cash,7558.53,0.0,0
3b2370b3-79cd-4415-ae55-f17ed34621fa,7cea5ad9-65c2-48b9-8817-fb50733ca516,2022-01-06,Beauty ,PayPal,9599.11,0.0,0
b9953d7a-5a61-4993-b463-7f3862032c4b,ab2169b9-69b2-4d59-8d47-ec30f27ecb64,2023-09-23,Electronics,PayPal,,,0
f659a394-81f7-439f-a4a0-72635f74b2f6,92021c73-684b-433f-8c53-adc10107779c,2021-11-30,Home & Kitchen,Credit Card,6527.11,20.0,0
66c9efbb-1b38-42b8-ad5b-b97c7b5cf1a2,c6d24e62-2723-4316-bbe8-27c3e0285aa2,2021-12-30,Beauty,Credit Card,,50.0,1
9bc846f1-deac-46e0-b9ca-758b19b3f26b,32e734f5-ca1a-4891-a02b-4ef3d23240b7,2020-07-09,Electronics,cryptocurrency,,5.0,1
6ba22dff-7c3d-4bc3-9a78-68b930d49abb,9d4ad499-db7a-4b19-91b3-ae034d3d1ec4,2023-01-22,Beauty ,Credit Card,,15.0,1
868b8eb7-5597-49e7-8ad0-956bdfdd3185,81ce167d-45b0-4435-8d9f-3c552839e703,2022-03-23,Clothing,cryptocurrency,4114.05,20.0,0
0f2e4d21-a665-4f05-8209-557309089d53,1f80bcd9-9b92-4c92-b276-3d691ce6e3b9,2024-12-26,Electronics,PayPal,,5.0,0
e9aa3483-60d1-4214-a63a-fab39aba286c,956167fc-e27f-4cd9-9093-cdb3d6c03dbd,2023-06-02,Beauty ,cryptocurrency,,,0
5970b58d-5aa2-4855-9769-b5612c9a7fae,ea96aa3c-300e-448f-a902-1b4b66a4ffd9,2021-06-30,Home & Kitchen,Debit Card,7202.85,,1
03cfb4ed-b382-409c-9de7-aa16987fded3,8dfaf035-9167-4c7c-91ec-45b833b82f87,2022-11-22,Clothing,cryptocurrency,7026.62,50.0,1
f70ec394-36bc-4a20-bb10-ba0ac78a1bad,508295bb-021e-435e-af07-ae986f3009e8,2022-06-14,Beauty,cryptocurrency,6973.44,50.0,0
45e4ed89-34a4-48a6-82bc-4e5f87cd84af,62797172-ac07-42e4-bd91-2930238a2c8a,2021-06-24,Beauty ,PayPal,,,0
5b23f799-2c54-45f0-ad26-cad276eaed53,b7c5a0ac-efef-45fb-8b78-000066b39eab,2024-05-29,Toys,Credit Card,3827.2,5.0,0
4dc980a1-322c-4a88-8f7a-56882f7da26e,bb462d7f-b3fc-4aca-a0b2-b2d625e6eb97,2021-11-23,Home & Kitchen,PayPal,,20.0,0
1013a643-4766-4b6f-9779-cd183a905279,8a374c04-85a0-4880-8242-8d2686850619,2024-12-10,Clothing,PayPal,9677.66,10.0,0
fbe6bb8a-6397-42fb-bb99-5d71ed019c51,d36c77bf-6be4-4ab3-a764-4e80d1a4433d,2021-06-24,Toys,Cash,,50.0,1
149fea85-d5a1-4c5e-8faf-8b0f2ad03991,06004259-2f5c-42ce-b770-f1e05e7109ed,2024-03-10,Clothing,PayPal,,50.0,0
483dd25a-c964-4bc7-bf15-3b830bad31d8,62508b21-581c-424a-ade3-305361b2a13e,2022-06-27,Home & Kitchen,Debit Card,6791.91,5.0,0
d8a4ffd8-769b-42c5-ace3-1d28d117ac7e,a3a92e93-aa83-45c8-b834-c031d47955e0,2023-06-17,Clothing,Cash,,50.0,1
61f37e7a-8f8a-4a02-91e4-38be9eddf581,6de3020c-9d71-4b3e-b136-baef32281434,2020-07-28,Clothing,Credit Card,1558.17,0.0,0
d557ed66-ef7c-481a-adf1-14a8798be81b,876fc0cf-9619-4ea8-b8b6-575b568da452,2023-04-12,Home & Kitchen,cryptocurrency,,5.0,1
db720a3f-e13b-447f-b642-ecadce5c6826,389dd1a2-776e-4d82-ad44-94683bd58cfa,2023-10-01,Toys,Debit Card,7399.75,15.0,0
71d09105-d510-44e3-92b8-fbd230fec85b,7c3543a6-69bb-4409-92e3-3353c6b4f819,2021-10-27,Beauty ,cryptocurrency,,10.0,0
d1636509-e153-4725-a701-338145f089a0,1c394252-cadc-4503-ba48-e0b65f10c036,2024-06-26,Beauty ,Credit Card,4284.2,50.0,1
5ab4c56a-089b-4e8d-9265-9b9d992a3c86,f69e12eb-2907-4dea-8585-db912ac410f8,2021-12-09,Electronics,Credit Card,,10.0,0
a6865e43-4bdc-4720-b96c-96aebc11c332,19f76b12-6ad2-46f8-a0c7-5d92b66ceb4c,2022-05-19,Home & Kitchen,Debit Card,,20.0,0
8fd602f9-009a-49f6-8711-b0bf052b0054,0f94fd54-2d0b-489f-9f98-96af704a87cd,2021-08-27,Beauty,Debit Card,,5.0,1
8f56f9f3-152a-461e-90d2-cb934ec4789b,b3805128-4dea-426f-96b1-c2386cafd625,2022-08-27,Electronics,Credit Card,4653.45,50.0,1
333e9daa-374a-4618-aa04-e2ea6ed0c13a,c207e57f-f654-4e2f-a3d9-6d71320af1e8,2024-05-04,Beauty,cryptocurrency,8907.15,0.0,0
21cbb16e-8ca8-4dfe-9701-fe2f7bdf27b5,77d7e8a3-22a5-4947-bbb0-c2b743ae6f18,2021-07-06,Electronics,Cash,4055.11,10.0,0
be0563ca-4de6-42df-9510-d7632dd285fc,94b1ca90-3dc0-49b9-a47c-1d218fcacad4,2023-09-20,Beauty,Debit Card,8378.52,50.0,0
08350d08-8380-4679-bbca-a22e72ad02b5,9add6dcf-66ae-40e9-a24c-3346800d676b,2020-05-29,Beauty,cryptocurrency,7408.09,5.0,0
1e7194cc-4461-4333-a1d9-3346bff8778d,7726b6ea-b100-4ee5-a3e5-f10ffc74df17,2023-09-23,Electronics,PayPal,,15.0,1
3138ae7a-25fe-4023-aff8-98dffca3d48c,c1c49b51-6b2a-4662-ab6d-81cc86290adc,2024-03-16,Beauty ,PayPal,,20.0,0
556a228c-5cc0-4194-9beb-7c7e648bae28,718e701f-8601-4ab4-9c66-93b7d7d35ecd,2024-12-22,Home & Kitchen,PayPal,,50.0,0
08241300-6f16-497f-afe7-02b6193ab73c,f46b4627-6622-43c6-84ce-c047a9a13f9f,2023-01-22,Beauty ,PayPal,3099.68,50.0,0
be05f6d3-f13f-46cd-ad2e-493f9371248c,2f4b9f64-f450-4c29-864d-31e59f5e89b3,2020-05-08,Toys,cryptocurrency,,10.0,0
89ca70ff-a03f-47f8-869b-8661ff1d1701,09a47518-895b-40be-97c6-16d26df60281,2023-08-27,Beauty,Cash,1068.25,,1
e28e5bd0-bdc0-49ad-91ba-a4efbba7c5ff,f643e7bc-3f1a-4018-891a-a36fa22cb8b0,2020-09-08,Beauty,Cash,8917.21,,1
33f5aad4-230d-4a64-a2d3-fa49044d2749,3c79f866-ccea-47b9-875c-392dd47e0779,2022-08-21,Toys,Cash,,15.0,0
b794f366-f5d2-489b-8804-87644d2295db,e21edd12-ad2a-4561-b981-333af0b9d172,2023-07-03,Electronics,Debit Card,,20.0,0
74fdf7b7-6f8c-484b-82b3-534dcf710f59,a32e55a7-ce4f-4da8-8a22-847ac8acaa24,2022-12-09,Electronics,Debit Card,,50.0,0
f7c8cef7-bcce-4112-9e87-74933cd8b2cb,99a2fee6-265e-4f78-a870-ab0d25a85a76,2024-06-11,Electronics,PayPal,,5.0,0
b9faf875-6137-4233-890e-ead1d1886b42,aa24eb68-ce26-46b6-84f7-c4e48d451934,2020-05-24,Beauty,cryptocurrency,,20.0,1
3999c2a6-0ece-4fb9-9404-05ebd746f450,5e23daf8-d8b3-4652-a36f-12d259d03a4a,2021-03-06,Home & Kitchen,Debit Card,,5.0,0
3e336b9c-d223-4bb8-8edf-ecb71f323885,3543b86c-3f96-44f2-8c79-0f67b2d7d9e4,2021-10-08,Toys,Debit Card,,,0
e3a566b8-4d93-4dd7-a4f6-03889abb6da4,8f531b47-aa18-4b64-adb0-f9f4bf8c57c7,2024-02-14,Beauty ,Cash,,5.0,1
e87b45c9-5988-4747-9998-8c6b816036cd,4c3573d6-dda2-411e-af61-83dd9dc06cd3,2020-03-10,Toys,Credit Card,2840.71,10.0,0
8c0e616b-5e18-4d1d-b616-e18ec221d91d,d2c53aec-ae75-4be5-96d6-d324229c4438,2020-12-10,Beauty ,Cash,3827.56,20.0,1
988f1ed1-2453-4767-8339-b8c97e1bca5d,25f95222-f4ba-41e4-aea4-9cb5a8f77f32,2020-02-17,Clothing,PayPal,5213.84,10.0,1
c555531f-aecb-455f-bae0-99ca9a0d67ab,6de3020c-9d71-4b3e-b136-baef32281434,2020-09-19,Toys,cryptocurrency,,15.0,1
22fd95b6-9fa9-42da-944c-e06b485a5bc2,716a0eb4-1261-497c-aa97-0774319301d3,2023-01-28,Electronics,PayPal,6255.04,5.0,1
2d0b9734-eb1c-45f0-8ca2-ed1bce2635d2,eac2b62b-1b51-4946-8b17-5fdf907b1d96,2022-03-09,Home & Kitchen,Debit Card,1637.12,0.0,1
8d939f3a-5f6a-4acb-b35d-39ee910bfbb9,eb4a94c3-e418-42c3-9d21-fd5752030c7b,2022-02-01,Home & Kitchen,Credit Card,,5.0,1
297be96d-ad38-4e37-8fb5-99a4aef85e1a,e30aab15-b33d-4e03-8486-636bfb6cb04d,2021-11-28,Beauty,Cash,8354.66,20.0,1
89447911-c368-430a-930c-d098ec481b72,a71c6d34-5a06-4282-8684-9806aeec0329,2020-05-22,Clothing,Debit Card,7392.92,15.0,1
5ccc0608-f701-4664-959e-284073ff2121,e1f92d0c-9766-483b-9d7a-c27d64d6614c,2023-02-12,Home & Kitchen,cryptocurrency,1930.19,50.0,0
084b03d0-4242-4aff-97c4-8a58662403af,21367ae6-9bce-4bb3-88ae-34af6a3ef57a,2022-12-21,Home & Kitchen,Debit Card,,,0
7def3152-1c94-483a-a898-f73ea6db1c4a,9e440845-305c-49df-b49a-d7c3743919fb,2021-04-26,Clothing,Debit Card,6031.14,,0
fa53497b-194f-48cf-ab6b-398d53468b02,23ce98bc-e57b-46a8-8080-0188f65e5b5b,2022-11-30,Beauty,Credit Card,19.4,5.0,0
1c7b86e9-f22e-4bf4-af0b-b15a4fbe9ac2,46a737b0-1d50-48ee-9cb3-c875e63b5f65,2024-07-13,Electronics,PayPal,2202.54,20.0,0
6efda105-e2cb-4fa6-a071-e658ec5a497b,db655ea6-b57e-46ac-bd6f-592ae1c5a6e2,2020-02-25,Clothing,cryptocurrency,3807.16,,1
3b23f9d8-54b7-41c3-a429-94f1b6dc095f,8d3ecd53-7c89-4a5b-95b8-d02423258853,2020-09-20,Electronics,PayPal,7421.07,,0
2ab373be-4006-41be-a535-225e4c2a1b60,25885c23-3753-4aa1-b203-f390282ad186,2025-01-25,Toys,cryptocurrency,,,0
a201bc3e-b312-4547-9496-b4444ec5a260,f3492b0e-6edb-4adc-936c-204a1d737d16,2024-06-28,Clothing,cryptocurrency,,10.0,1
601a82ce-efae-4f3b-9e40-b55e9e3c3482,9eff8538-fd2a-4284-93a7-aea4e604b516,2021-09-04,Clothing,Cash,,50.0,0
36812005-a0a2-4398-b8fc-369baac10e42,0459c068-54a0-4a1e-86df-60f17a805143,2024-07-01,Clothing,Credit Card,3280.74,50.0,1
037fbeeb-013b-4c97-91fb-4f1fb9d92115,d018814b-b61c-43c1-8c1b-401334bb998c,2021-03-05,Clothing,Cash,1892.8,10.0,0
6138ecb6-6aeb-455f-a71f-a2a162d9ebce,a700032f-92d7-4ea3-b647-b727fe0ab711,2021-08-06,Beauty ,Debit Card,,,1
663cde53-1da8-4394-985b-867070adfaa0,c6f4801b-ad8a-48dc-8605-dbafd6abc147,2023-07-20,Beauty,cryptocurrency,8990.83,20.0,0
aa1264c0-8eb2-4999-ab03-2854382ba185,660fed78-918c-4504-b46a-06142d337c04,2024-10-25,Beauty ,Cash,2892.57,15.0,0
78d7760f-a72e-442b-9f6f-896d547c17fc,54c50aa2-1705-48ad-ae75-2e7b267ea3c2,2024-07-12,Beauty,cryptocurrency,4959.3,5.0,0
3999bd43-776e-47d3-bdf9-0745ecd13182,9f766074-2b38-410f-9396-dbdd8d162a14,2023-03-04,Home & Kitchen,Cash,4546.2,,1
ded91f71-fb5c-4bdf-a0aa-558fdf7e040c,9bdc98e8-efbd-4932-a365-afea14cef054,2023-08-13,Toys,Credit Card,,50.0,1
372766ac-50b8-4f0f-b704-7ceeb1b5a922,1625bf17-1fcf-4051-8535-7811e95530d9,2022-04-23,Beauty,Cash,,15.0,1
b04fe819-128d-4935-8e7e-d0b2883c9b03,16d082a9-700b-4d94-a2e4-0f3bfe0d21ec,2025-02-15,Toys,Cash,9953.9,50.0,0
1b205bd5-aaf7-4e7d-b7eb-dce62090ad1c,dd277efc-a3b1-4cd9-afa4-43fdf0fdb7a3,2020-05-10,Electronics,Cash,2677.91,15.0,0
a56f2e09-3905-4491-9397-1223160fd665,fe398f4a-3d5f-484f-9323-3e2bbe2f572a,2023-09-12,Beauty,Debit Card,3991.68,20.0,1
afcdfc01-ac79-429d-954b-93b988540fbb,e5f667a4-cc92-4802-b197-f5719f27f121,2021-09-13,Home & Kitchen,Debit Card,,50.0,1
7471f33d-762c-46d9-a85c-7d4edc5d38cc,f46b4627-6622-43c6-84ce-c047a9a13f9f,2023-05-10,Beauty ,PayPal,,5.0,1
c4a431db-9397-4a20-a478-6db43881d360,987e384e-cba0-4b8f-af7c-233b9946e2fe,2020-11-26,Electronics,Cash,9873.42,10.0,1
36afea85-ad5c-410b-89aa-749e811d6e03,d027d4fb-34dd-4c44-82a4-52563bd7f7ea,2021-12-21,Home & Kitchen,Cash,4644.53,20.0,1
b7c5d9bf-d6d4-4a90-b810-e2dd0c54ec58,875e902f-5818-41b6-a404-e536681d02db,2024-08-08,Electronics,Credit Card,9084.72,20.0,0
b6bdc786-d59f-45da-8a92-0a285448ad85,642cfd5f-f14c-4ef4-91f7-ab7a483a7c1b,2020-08-10,Beauty ,cryptocurrency,,5.0,1
eb5cd8ca-968a-449d-9e6f-78a05e381e67,92ce1b88-1af5-46d1-97a8-69973ade0cb1,2021-05-11,Electronics,Debit Card,164.59,15.0,0
ce5b5f63-4792-45ab-8ee8-4a8326c212f9,39358859-4c41-43ce-9a88-052e68cf0ece,2024-01-12,Beauty ,Debit Card,,10.0,1
